text,true_label,predicted_label,correct,full_response
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,unknown,False,"and EUR139m , as compared to the corresponding quarter in 2006 .'"
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,unknown,False,"factual statement about a company's expansion. The phrase 'expands its operations' indicates growth, which"
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,unknown,False,"calls , for managing the customer data and for the management of the customer's account .
Reason:This"
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,positive,True,"because the primary focus is on the increase in sales. Therefore, the sentiment is positive.
Sentiment"
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,positive,False,"performance. Therefore, the sentiment is positive.
Sentiment:positive

---

Text:In the first"
The EUR17m contract includes both design and construction works .,neutral,neutral,True,"statement is simply conveying information about the business area's sales. Therefore, the sentiment is neutral.
Sent"
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,neutral,False,". Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In the past year"
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,neutral,False,"tone. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:Sales in the"
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral,negative,False,net profit. The phrase 'net profit decreased' indicates a negative financial outcome. While the rest of
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral,unknown,False,"of the logistics complex envisages the completion of some 70,000 sq m of"
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,neutral,True,"business itself. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In the"
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,unknown,False,"in the current system ?
Reason:This text is a question asking for opinions on changes to the current"
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,neutral,False,"of sentiment, as the statement is a straightforward report of a fact. Therefore, the sentiment is neutral"
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,unknown,False,'By separating side businesses we will be able to faster expand and develop Tapro retail network.' is
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,positive,False,", the sentiment is classified as 2 (positive).
Sentiment:positive

---

Text:In"
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,unknown,False,"However, the sentence itself does not express any sentiment, only presents a fact. Therefore, the sentiment"
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,negative,False,"' indicates a decrease in earnings per share, which is a negative financial outcome. The use of '"
He confirmed his view on July 6 .,neutral,neutral,True,"iment:neutral

---

Text:In the past year , the company has made a significant increase in"
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,neutral,True,"the overall tone is neutral but with a positive implication. Therefore, the sentiment is positive.
Sentiment"
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,positive,False,"performance. Therefore, the sentiment is positive.
Sentiment:positive

---

Text:It is not"
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,neutral,False,"due to the increase in sales, but the overall sentiment is still considered neutral because the text is reporting"
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,unknown,False,009.' states that the company's net sales decreased. The word 'decreased'
Unit costs for flight operations fell by 6.4 percent .,positive,unknown,False,"progressed.' This is a factual statement about the construction process, providing specific details about the method used."
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",neutral,neutral,True,"subjective evaluation. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In the"
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",neutral,positive,False,"Therefore, the sentiment is positive.
Sentiment:positive

---

Text:In the first quarter of"
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,unknown,False,".
Reason:This text is a factual statement that provides information about the ownership of the company and its"
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,unknown,False,:Stockmann was committed to invest in the building of a bridge over the Gogol Street or
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,unknown,False,. Vaahto Group is listed on the Nordic Exchange in Helsinki .' is a factual statement providing
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,positive,True,"a significant amount of assets under management, which is a positive indicator of the company's size and capability"
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,neutral,False,"food items contain and how much protein they contain .
Reason:This text is neutral. It is a"
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,neutral,True,"yesterday .' is a factual statement reporting on the non-response of officials. The language is neutral, simply"
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,unknown,False,"009, up from EUR 0.3 mn loss in 2008.'"
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,neutral,True,".
Sentiment:neutral

---

Text:This is a new product .
Reason:This sentence,"
Saunalahti is a part of the Elisa group .,neutral,unknown,False,2 mln euro $ 1.8 mln in the first quarter of 201
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,negative,False,"strong indicator of negative sentiment. The sentence is focused on the adverse effect of currency fluctuations on revenue,"
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",positive,neutral,False,"projects. The language is neutral and informative, with no emotional or evaluative words. The sentence simply"
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,negative,False,"emotional language, positive or negative expressions, or evaluative judgments. It simply conveys information about the"
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,unknown,False,"that suggests a sentiment. The statement is objective and informative, simply conveying information about a business transaction."
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative,negative,True,"'notably' adds emphasis to the negative aspect, making the sentiment more negative than neutral. Therefore"
The new chain has 700 discount stores and 250 supermarkets .,neutral,negative,False,There are no words or phrases that convey positive or negative sentiment. The statement is neutral in tone and
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,unknown,False,at EUR 0.25 versus EUR 0.42.' is a factual statement that
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,unknown,False,"to implementation and maintenance .
Reason: The text 'LCS's services cover the whole life cycle of"
The total capacity of the factory will be approximately 100 engines a year .,neutral,negative,False,"veys a negative sentiment regarding the company's financial performance. Therefore, the sentiment is negative.
Sentiment"
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral,unknown,False,08 .' is a factual statement about a financial result. The term 'operating loss' indicates
"ISMS does not disclose its financial results , the daily said .",neutral,neutral,True,", or expressions of opinion. The statement is neutral in tone and objective in presentation. Therefore, the"
"Purchase it for the 12MP snapper , if nothing else .",neutral,unknown,False,"phrases that suggest sentiment. The statement is purely informative, reporting numerical data without any evaluative language."
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,unknown,False,:This text describes a financial report from UPM-Kymmene Corp. The phrase 'profit drop
"The contract value amounts to about EUR11m , the company added .",neutral,unknown,False,", Rukax OY, and Scan-Tukka OY.' is a factual statement describing"
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral,positive,False,"due to the increase in sales. Therefore, the sentiment is positive.
Sentiment:positive

---"
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative,unknown,False,'Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",positive,neutral,False,"of orders. The language used is neutral and objective, with no emotional words or phrases. The sentence"
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",positive,unknown,False,"5 million $ 634 million .
Reason:This text is confusing and contains errors. The"
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative,positive,False,":positive

---

Text:In the first quarter of 2010 , the company reported"
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,neutral,False,"contexts. While the statement is neutral in tone, the use of 'decline' conveys a"
The solid fuel is heated before sludge is mixed therein . '',neutral,unknown,False,is a factual statement about the terms of a contract. It provides specific information about the start year and
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral,unknown,False,"the composition of a selling consortium, listing the entities involved. It is a factual statement without any evalu"
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral,neutral,True,"without any sentiment. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In"
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive,unknown,False,"a.m. in the conference room of the company 's headquarters .
Reason:This is a factual"
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive,unknown,False,".3 mn from EUR 9.5 mn in the same period last year .
Reason: The"
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive,neutral,False,"factual information without any evaluative language.
Sentiment:neutral

---

Text:Rapala has"
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,unknown,False,"to use .
Reason:This text is a factual statement describing a process or feature of a service or"
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,unknown,False,This is a factual statement that reports on financial performance. The mention of a 'pretax loss'
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,True,"neutral

---

Text:In 2008 , the company reported a net profit of EUR"
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,neutral,True,"iment:neutral

---

Text:In the first quarter of 2009 , the company"
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",positive,unknown,False,"note that the company is not liable for any damages arising from the use of this software .
Reason:"
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,unknown,False,"terms, or opinions. The statement is a direct report of a fact, without any subjective interpretation."
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral,unknown,False,"new product line is expected to increase the company 's revenue by 15 % .
Reason:"
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,neutral,False,represents a positive change. The statement is neutral in tone as it presents the fact without expressing strong positive
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",neutral,neutral,True,"sentiment is neutral.
Sentiment:neutral

---

Text:In 2008 , the"
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral,negative,False,that indicate a positive or negative sentiment. The statement simply reports an event without expressing any opinion or evaluation
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive,unknown,False,"13 in the same period last year .
Reason: The text states that earnings per share (EPS"
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral,neutral,True,"convey sentiment. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In the"
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,positive,False,"words or emotional language, and the focus is on the factual data. Therefore, the sentiment is positive"
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,unknown,False,". The phrase 'came in at' indicates a result, and the comparison to the previous year shows"
The deal was worth about EUR 1.2 mn .,neutral,negative,False,"negative term, suggesting a decrease in performance. The sentence is factual but conveys a negative sentiment due"
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,unknown,False,"sentiment. The phrase 'expected to have' indicates a prediction, but it does not carry any evalu"
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral,unknown,False,Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium.' is a factual
"Department store sales improved by 14 % to EUR 1,070.6 mn .",positive,neutral,False,"descriptive and objective, making the sentiment neutral.
Sentiment:neutral

---

Text:This is the"
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,negative,False,". The overall sentiment is negative due to the decrease in profits.
Sentiment:negative

---

Text"
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive,neutral,False,"the funding is coming from. The tone is neutral, and there is no indication of satisfaction, disappointment"
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,unknown,False,-quarter result would fall by half compared with the same period in 2007.' is a
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive,neutral,False,"factual statement about a company's reorganization. The language is neutral and informative, describing a business restructuring"
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,unknown,False,.4 mn in the previous quarter to EUR 177.6 mn in the current quarter
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,negative,True,"on the decrease. Therefore, the sentiment is negative.
Sentiment:negative

---

Text:In"
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,unknown,False,"the new Apple Store in Chicago .
Reason:This text is a news headline that reports on a new"
The sale price was not disclosed .,neutral,unknown,False,maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai.' is a
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral,neutral,True,"but it does not express any emotional or evaluative language. The sentence is neutral in tone, simply"
"According to Finnair Technical Services , the measure is above all due to the employment situation .",neutral,unknown,False,' business result .' is a factual statement about the responsibilities of two individuals. The phrase 'will be
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,positive,False,"term 'lifted' indicates a positive change, suggesting that the financial analysts have raised their expectations for"
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral,unknown,False,"many visitors Conversations gets , how big the team is and what the problems are when setting up social"
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",neutral,unknown,False,statement that reports on a company's planned delivery. The phrase 'was supposed to' indicates a past
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral,unknown,False,",225,822 shares of EUR 0.6046 each ."
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",positive,unknown,False,peat .' is a factual statement about the use of biomass and peat for fuel. The sentence
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,unknown,False,steadily increased and the rate of use in strapping tape has picked up again after a dip in
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,unknown,False,"for the year 2007 .
Reason: The text 'Scanfil has also issued a"
"The approximately 20,000 dwt vessel has been ordered from India .",neutral,neutral,True,"evaluation. Therefore, the sentiment is classified as 1 (neutral).
Sentiment:neutral

---"
Number of offers received for this contract is two .,neutral,negative,False,"'45%' conveys a negative sentiment, as it describes a decline in performance. The sentence"
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral,unknown,False,":In the first quarter of 2010 , the company reported a 12."
Decisions are to be made as quickly as possible .,neutral,unknown,False,"10 was the total amount of the company 's operating profit .
Reason: The text 'EUR"
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative,unknown,False,.3 mn.' This is a factual statement providing financial data. The numbers indicate the company's sales
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,unknown,False,"beer .
Reason:This text is a factual statement that reports on the sales volume of beer by the"
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,unknown,False,uanian Brewers' Association reporting citing the results from its members .' is a factual statement reporting on market
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",neutral,unknown,False,"managing director .
Reason: The text 'He will report to CapMan Plc's managing director.'"
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,neutral,True,"Sentiment:neutral

---

Text:Kone shares dropped 4.1 percent to x2"
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,unknown,False,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral,unknown,False,"mln Euros and Bank of Finland Plc 2.3 mln Euros .
Reason:This"
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,positive,False,"in net profit is a positive development, and the statement is reporting this as a factual result without any"
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,unknown,False,008.' This is a factual statement about a company's financial performance. The word 'rose
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,neutral,True,".' is a factual statement describing a business transaction. The language is neutral and informative, reporting on the"
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral,unknown,False,"for the economy .
Reason:Goldman Sachs, a reputable financial institution, has estimated that there are"
Work on the assignment has already started and is due for completion in spring 2011 .,neutral,unknown,False,"10.4 mn from EUR 11.4 mn .
Reason: The text states"
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,unknown,False,as return on equity is a measure of profitability. The use of 'stood at' and 'comp
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,unknown,False,"44.4 mn in January-September 2009 , up from EUR"
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral,unknown,False,2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,neutral,True,"neutral, as it is simply stating a condition and its possible consequence. There are no words or phrases"
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,neutral,True,"Sentiment:neutral

---

Text:In the first quarter of 2007 , the"
R&D Loan ) .,neutral,unknown,False,"technology park will measure about 50,000 square meters .' is a factual statement that"
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral,neutral,True,"describing an objective fact about the individual's professional affiliations. Therefore, the sentiment is neutral.
Sent"
The purchase price was not disclosed .,neutral,unknown,False,"text states 'Both operating profit and net sales for the 12-month period increased , respectively from"
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,unknown,False,statement reporting on the company's current projects. It provides specific information about the number of ships and their
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,neutral,False,"be made. The sentence itself is neutral in tone, as it is merely introducing the speaker and the"
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,unknown,False,"002 bln eur , surpassing the 953 mln eur consensus"
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,neutral,False,"a sequence of events in the company's history. Therefore, the sentiment is neutral.
Sentiment:"
The expansion is to be finalized in the autumn of 2009 .,neutral,unknown,False,text 'Earnings per share for January-June 2010 were EUR0 .3
GyPSii service supports ten different languages including Korean and Russian .,neutral,neutral,True,"inter plant, explaining the mixing of materials and the sintering process. The language is neutral and"
"This could be any of us at any time , '' she said .",neutral,positive,False,"positive trend. Therefore, the sentiment is positive.
Sentiment:positive

---

Text:We are"
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,unknown,False,stone products and utility ceramics.' This is a factual statement about the company's product range. The language
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,neutral,neutral,True,in the sentence. The sentiment is neutral as it is a factual statement about the company's actions without
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,unknown,False,"5.9 mn , up from EUR 1.3 mn .' states that the company's profit"
The sales price was not disclosed .,neutral,positive,False,This is a factual statement about the company's financial performance. The increase in sales is a positive development
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,unknown,False,". The statement is informative and objective, describing the report's purpose and significance without any evaluative language"
Closing of such transaction took place today .,neutral,positive,False,"2009. The word 'increase' indicates a positive change in financial performance, but the"
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,unknown,False,"company 's management .
Reason:This text is a factual statement about corporate governance. It states that"
The financial details of the transaction were not disclosed .,neutral,unknown,False,"and Asia .
Reason: The text 'The growth of net sales has continued favourably in the Middle"
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,unknown,False,"can be used for prepaid and post-paid billing , for charging and rating of voice and video calls ,"
The bond has a value of EUR150m and a maturity of 4 years .,neutral,unknown,False,of the shares was completed in the period 17 to 23 March 200
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral,unknown,False,.' is a factual statement about a company's financial performance. It provides specific data on the decrease in
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral,negative,False,"negative economic outcome, as both exports and imports have decreased. The overall sentiment is negative because the data"
The value of the orders is about EUR 70mn .,neutral,positive,False,"indicator of positive sentiment. The statement is factual but conveys a positive result. Therefore, the sentiment"
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,unknown,False,", Monday posted a EUR1.49 million loss in the second quarter compared with a 1"
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,True,"Sentiment:positive

---

Text:Finland 's national carrier Finnair PLC reported a"
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,negative,False,". The overall sentiment is a mix of positive and negative elements. However, the primary focus is on"
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,neutral,False,". The language is neutral but the information presented suggests a positive trend. Therefore, the sentiment is positive"
Marathon estimates the value of its remaining stake in Protalix at $ 27 million .,neutral,unknown,False,"use of 'will use' indicates a planned action, and 'automate' suggests efficiency and improvement"
"Both operating profit and net sales for the six-month period increased , respectively from EUR0 .4 m and EUR3 .2 m , as compared to the corresponding period in 2005 .",positive,unknown,False,"AB .
Reason: The text '4 ) Complete name of the shareholder : Otto Henrik Bernhard Ny"
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,unknown,False,"---

Text:In the first quarter of 2008 , the company reported a"
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .",negative,neutral,False,"relationships.
Sentiment:neutral

---

Text:In the first quarter of 2010"
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",negative,unknown,False,", sea and air .
Reason:This text is a factual statement that describes the nature and services of"
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 .",positive,unknown,False,"012 .
Reason: The text 'The final price will be specified by 14 May"
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral,unknown,False,credit facility .' is a factual statement about a financial strategy. It describes a specific action taken by a
The EUR 0.7 million non-recurring expenses have been recorded for the third quarter .,neutral,unknown,False,"-related statement from PKC, and the word 'significant' suggests that the acquisition is expected to have"
"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",negative,neutral,False,"iment:neutral

---

Text:This is the first time that the company has been able to achieve"
