text,true_label,predicted_label,correct,full_response
"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text provides a factual description of Tieto's presence"
Net sales have been eaten by the weak US dollar .,negative,negative,True,"**Sentiment:** negative  

**Reason:** The text ""Net sales have been eaten by the weak"
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative,unknown,False,2 July 2008 ) a press release stating that it has been awarded a contract to
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text states, ""These developments partly reflect the government"
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The fair value of CapMan Plc's"
This resulted in improved sales figures in Sweden .,positive,negative,False,"decline in financial performance. Therefore, the sentiment is negative.
Sentiment:negative

---

Text:"
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Teleste has some 30 offices"
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,positive,True,"Sentiment:positive

**Reason:** The text states, ""However, sales volumes in the food"
"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Jun. 25 , 20"
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,positive,True,"**Sentiment: positive**

**Reason:** The text states, ""Earnings per share (EPS"
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text provides factual information about a company's announcement of"
The EUR17m contract includes both design and construction works .,neutral,neutral,True,"statement is simply conveying information about sales figures. Therefore, the sentiment is neutral.
Sentiment:neutral"
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,neutral,False,"Sentiment:neutral

**Reason:** The text ""Diluted earnings per share (EPS)"
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,positive,True,"**Sentiment: positive**

**Reason:** The text ""Last year's net sales rose to EUR"
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text provides factual information about a construction project, including the"
The volume of investments in the two phases of the project is estimated at USD 300mn ( EUR 215.03 mn ) .,neutral,unknown,False,"of the logistics complex envisages the completion of some 70,000 sq m of"
"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The price of the 10,"
"These new units will be built at Cargotec 's state of the art manufacturing facility in San Antonio , Texas , USA , which started operations in 2009 .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""These new units will be built at C"
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier .,positive,neutral,False,"Sentiment:neutral

**Reason:** The text provides a factual statement about a company's financial performance"
It is estimated that the consolidated turnover of Kausta Guder will reach Lt 53mn US$ 22.53 mn EUR 15.35 mn in 2007 .,neutral,neutral,True,"Sentiment:neutral

Reason: The text ""It is estimated that the consolidated turnover of Kausta"
"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The fish content of the nuggets is"
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""A filter is used to pre-process packets"
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""With the new arrangement, customer responsibilities will"
He confirmed his view on July 6 .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The statement ""He confirmed his view on July 6"""
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral,neutral,True,"the overall tone is neutral but with a positive implication. Therefore, the sentiment is positive.
Sentiment"
Operating loss amounted to EUR 0.9 mn in the first half of 2006 compared to a profit of EUR 0.5 mn in the first half of 2005 .,negative,negative,True,"**Sentiment: negative**

**Reason:** The text ""Operating loss amounted to EUR 0."
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 .",positive,neutral,False,"due to the increase in sales, but the overall sentiment is still considered neutral because it is a factual"
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,neutral,True,"Sentiment:neutral

Reason: The text states, ""Increase in the number of shares is based"
Unit costs for flight operations fell by 6.4 percent .,positive,positive,True,"**Sentiment: positive**

**Reason:** The text ""Unit costs for flight operations fell by"
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",neutral,neutral,True,"subjective evaluation. Therefore, the sentiment is neutral.
Sentiment:neutral

---

Text:In the"
"Motorola Inc. of the United States came second with shipments of 217.4 million units for a 21.3 percent market share , followed by South Korea 's Samsung Electronics Co. with shipments of 118.0 million units for an 11.6 percent share .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text provides factual information about market share and shipment figures"
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Electronic versions require 24-4"
"The Filter Tips cover the volume range from 0.1-1200 -Ál including new sizes for 10 , 20 , 100-120 , 200 , 300 , 1000 and 1200 -Ál volume capacities .",neutral,neutral,True,"Sentiment:neutral

Reason: The text provides factual information about the volume range and new sizes of"
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative,negative,True,"**Sentiment: negative**

**Reason:** The text ""Cash flow from operations in January-December"
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,unknown,False,"<think>
Okay, let's tackle this. The user provided a text and wants me to determine the"
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,neutral,False,"**Sentiment: neutral**

**Reason:** The text ""In the reporting period, net sales rose"
"The contract covers the supply of temporary heating equipment for LKAB 's new pellet plant in Kiruna , in northern Sweden .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The contract covers the supply of temporary heating"
Metso 's delivery will include a complete coated board line with related air systems and two winders .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Metso's delivery will include a complete coated"
"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Niina Nenonen, Marime"
Saunalahti is a part of the Elisa group .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Saunalahti is a part of the"
"The Company serves approximately 3,000 customers in over 100 countries .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The Company serves approximately 3,00"
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",positive,positive,True,"Sentiment:positive

**Reason:** The text reports that shares closed higher, driven by positive news"
"The equipment Ixonos acquires with this deal includes mechanical engineering hardware ; an RF and antenna measurement laboratory ; facilities for the measurement of audio , cameras and displays ; as well as devices and robot units for the testing of mobile devices .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text provides a factual description of the equipment acquired by"
"RAPALA TOURNAMENT FISHING : With all the major titles already out for the holidays , bargain-priced games such as Rapala aim for a smaller audience .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text discusses the RAPALA TOURNAMENT F"
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative,negative,True,"**Sentiment: negative**

**Reason:** The text reports that Raute Oyj's net"
The new chain has 700 discount stores and 250 supermarkets .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The new chain has 700 discount"
Nordstjernan has used its option to buy another 22.4 % stake of Salcomp 's shares and votes .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text states, ""Nordstjernan"
"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .",neutral,neutral,True,":neutral

---

Text:In the past year , the company has made significant progress in the development"
The total capacity of the factory will be approximately 100 engines a year .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The total capacity of the factory will be"
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Arto Ryymin, born 1"
"ISMS does not disclose its financial results , the daily said .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""ISMS does not disclose its financial results,"
"Purchase it for the 12MP snapper , if nothing else .",neutral,unknown,False,"phrases that suggest sentiment. The statement is purely informative, reporting on financial figures without any evaluative language"
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",positive,neutral,False,"Sentiment:neutral

**Reason:** The text provides factual information about traffic and capacity figures for a"
"The contract value amounts to about EUR11m , the company added .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The contract value amounts to about EUR1"
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""According to Honka Japan's Managing Director"
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",negative,unknown,False,"mn in the same period last year .
Reason: The text 'In the building and home improvement trade"
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",positive,neutral,False,"Sentiment:neutral

**Reason:** The text provides a factual statement about Suominen Corporation's"
"The fourth quarter saw Rapala swing back to a pretax profit of 1.5 mln eur from a year earlier loss of 1.2 mln on the back of a 30 pct uplift in sales to 44.8 mln eur , and a stronger performance in North America .",positive,positive,True,"**Sentiment: positive**

**Reason:** The text states, ""The fourth quarter saw Rapala"
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative,positive,False,":positive

---

Text:In the first quarter of 2010 , the company reported"
"The major breweries increased their domestic beer sales by 4.5 per cent last year , to 256.88 million litres from 245.92 million litres in 2004 .",positive,positive,True,"**Sentiment: positive**

**Reason:** The text ""The major breweries increased their domestic beer sales"
The solid fuel is heated before sludge is mixed therein . '',neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The solid fuel is heated before sludge is"
"Through the Nordic Exchange , OMX offers access to approximately 80 percent of the Nordic and Baltic securities market .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Through the Nordic Exchange , OMX offers access"
"The total scope of the project is about 38,000 square metres and it is valued at a total of around EUR75m .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The total scope of the project is about"
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",positive,positive,True,"**Sentiment: positive**

**Reason:** The text reports on a significant increase in MegaFon"
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",positive,positive,True,"Sentiment:positive

**Reason:** The text quotes Jussi Pesonen, the Chief Executive"
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive,positive,True,"Sentiment:positive

**Reason:** The text ""Operating profit improved by 44.0"
The company 's board of directors would propose a dividend of EUR1 .00 per share for 2005 .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The company's board of directors would propose"
"In addition , the Kazakh delegation will visit Finland 's SITRA investment fund , Honkarakenne Ltd and Nokia headquarters to study TeliaSonera Ltd JSC 's activities .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""In addition , the Kazakh delegation will"
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,neutral,neutral,True,"neutral

---

Text:In 2008 , the company achieved a 12."
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,neutral,True,"iment:neutral

---

Text:In the first quarter of 2009 , the company"
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",positive,positive,True,"Sentiment:positive

**Reason:** The text reports a significant increase in net profit (64"
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,positive,True,"Sentiment:positive

**Reason:** The text states that ""Net income from life insurance doubled to"
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text is a corporate release announcing an event (YIT"
"Finnish pulp and paper machinery maker Vaahto Group Oyj swung to a 1.1 mln euro $ 1.4 mln net profit in the fiscal 2005-06 , ended August 31 , 2006 , from a 249,000 euro $ 319,000 net loss in the fiscal 2004-05 .",positive,neutral,False,"**Sentiment: neutral**

**Reason:** The text provides financial information about the Vaahto"
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text is a factual statement announcing a job transfer. It"
The Company turnover amounted to MEUR 27.9 in 2007 .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The Company turnover amounted to MEUR 2"
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn .,positive,neutral,False,"Sentiment:neutral

**Reason:** The text states, ""Profit for the period increased from EUR"
"In addition to its stake in MegaFon , Telecominvest currently owns 100 % of shares in Web Plus and St. Petersburg Payphones , 51 % in telecom equipment producer Peter-Servis and a number of other minor assets .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text provides factual information about Telecominvest's ownership structure,"
"The move will be carried out by transferring HKScan 's production-related property , plant , equipment , as well as its holdings in subsidiaries and associate companies in the country to HKScan Finland .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text describes a factual statement about the transfer of assets"
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text provides a factual description of a product (F"
The deal was worth about EUR 1.2 mn .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The deal was worth about EUR 1"
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million .,positive,positive,True,"Sentiment:positive

**Reason:** The text provides a factual comparison of operating profit figures, both"
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The company's share is listed in the Mid"
"Department store sales improved by 14 % to EUR 1,070.6 mn .",positive,positive,True,"Sentiment:positive

**Reason:** The text ""Department store sales improved by 14%"
Diluted EPS rose to EUR3 .68 from EUR0 .50 .,positive,positive,True,"Sentiment:positive

**Reason:** The text states ""Diluted EPS rose to EUR3"
"India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",positive,positive,True,"**Sentiment: positive**

**Reason:** The text states that ""India's trade with Russia currently"
"The company will disclose further details , including the anticipated transaction timetable and the name of the new investor , within one week .",neutral,unknown,False,-quarter result would fall by half compared with the same period in 2007.' is a
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) .,positive,neutral,False,"**Sentiment: neutral**

**Reason:** The text ""The new factory working model and reorgan"
Cash flow from business operations totalled EUR 0.4 mn compared to a negative EUR 15.5 mn in the first half of 2008 .,positive,unknown,False,"same period last year .
Reason: The text states that 'Cash flow from business operations totalled EUR"
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative,negative,True,"**Sentiment: negative**

**Reason:** The text states that ""Finnish Scanfil ..."
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Ahlstrom Corporation STOCK EXCHANGE ANNOUNCE"
The sale price was not disclosed .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The sale price was not disclosed"" is a"
"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg .",neutral,neutral,True,"**Sentiment:neutral**

**Reason:** The text ""Marathon now has a 4."
"According to Finnair Technical Services , the measure is above all due to the employment situation .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""According to Finnair Technical Services, the"
Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,negative,positive,False,"key term here is 'lifted,' which indicates a positive change in the financial forecast. The statement"
"`` Each year , personal entertainment plays a more significant role in determining whether a fitness facility 's workout experience is pleasurable or a chore , '' said Brian Wilson , director of marketing for Precor 's Entertainment & Services Division .",neutral,unknown,False,"the American Fitness Association .
Reason:This text quotes Brian Wilson, director of marketing for the American Fitness"
"Fortum needs a clear signal of commitment from the Government that the permit is available before the company will start the next round , Kuula says .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text states that ""Fortum needs a clear signal of"
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text provides factual information about a shareholder's name, date"
"The brokerage said 2006 has seen a ` true turning point ' in European steel base prices , with better pricing seen carrying through the second quarter of 2006 .",positive,positive,True,"**Sentiment: positive**

**Reason:** The text ""The brokerage said 2006"
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""He is a Chartered Accountant in"
"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text states, ""industry in Asia +ó Pakistan"
"The approximately 20,000 dwt vessel has been ordered from India .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The approximately 20,00"
Number of offers received for this contract is two .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Number of offers received for this contract is"
"As part of the transaction , the +ä+ñnekoski paper mill remained in M-real 's ownership and continued Galerie Art production for Sappi under a long-term contract .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text states, ""As part of the transaction,"
Decisions are to be made as quickly as possible .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Decisions are to be made as quickly"
"Group EBIT for the first half was EUR13 .6 m US$ 17.8 m , falling short of the EUR22 .5 m it posted for the same period of 2009 .",negative,negative,True,"**Sentiment: negative**

**Reason:** The text states, ""Group EBIT for the first"
Affecto has participated in the program for the development of the Norwegian pension system since 2007 .,neutral,neutral,True,"</think>

Sentiment:neutral

**Reason:** The text ""Affecto has participated in"
"In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 .",negative,negative,True,"Sentiment:negative

**Reason:** The text describes a financial outcome where Efore swung to a"
"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Cramo, headquartered in Vant"
"The change in holdings in accordance with Chapter 2 , Section 9 of the Finnish Securities Markets Act is described below .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The change in holdings in accordance with Chapter"
"For the first nine months of 2010 , the company 's net profit rose to EUR41m from EUR30m for the corresponding period of 2009 .",positive,neutral,False,"Sentiment:neutral

**Reason:** The text ""For the first nine months of 20"
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Presentation materials will be posted on the company's"
The net sales of the Power Plants business were EUR 710.3 million in 2005 .,neutral,positive,False,"in net profit is a positive development, and the statement is reporting this as a factual result. Therefore"
"The business has sales of about ( Euro ) 35 million ( $ 44million ) , and has been responsible for sales and marketing of Lanxess 's paper chemicals business , which Kemira bought for ( Euro ) 88 million early this year ( CW , Jan. 11 , p. 22 ) .",neutral,unknown,False,"13 ) .
Reason:This text is a factual statement that provides information about the business's"
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The mill will have capacity to produce"
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""BasWare Order Matching automatically matches purchase invoices with"
Work on the assignment has already started and is due for completion in spring 2011 .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""Work on the assignment has already started and"
Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Kirsi Rantanen was previously development director"
"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text reports a statement made by a local government commissioner regarding"
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral,neutral,True,"**Sentiment:neutral**

**Reason:** The text provides factual information about the company's financial performance"
"The company had net sales of EUR 10.8 million in 2008 , and today has approximately 120 employees in Finland , Estonia and Poland .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text states, ""The company had net sales of"
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,neutral,True,"Sentiment:neutral

---

Text:In the first quarter of 2007 , the"
R&D Loan ) .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""R&D Loan"" is a brief and incomplete"
"After non-recurring items of EUR 177mn , profit amounted to EUR 20mn .",neutral,neutral,True,"describing a fact without any evaluative judgment. Therefore, the sentiment is neutral.
Sentiment:neutral"
The purchase price was not disclosed .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text states ""The purchase price was not disclosed."" This"
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,positive,True,"Sentiment:positive

**Reason:** The text states, ""Finnish airline Finnair has"
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative,neutral,False,"**Sentiment: neutral**

**Reason:** The text states ""In October, UPM reported a"
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative,unknown,False,10.3 million from EUR 10.3 million in the same period of 2
"In Q1 of 2009 , the company 's operating loss totalled EUR 0.3 mn , compared to a profit of EUR 3.6 mn in Q1 of 2008 .",negative,negative,True,"**Sentiment: negative**

**Reason:** The text states, ""In Q1 of 2"
The expansion is to be finalized in the autumn of 2009 .,neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text ""The expansion is to be finalized in the"
GyPSii service supports ten different languages including Korean and Russian .,neutral,neutral,True,"Neutral

Reason: The text ""GyPSii service supports ten different languages including Korean and Russian"
"This could be any of us at any time , '' she said .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""This could be any of us at any time"
"Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text provides a factual statement about a contractual agreement between"
- Cash flow from operating activities before investments was EUR 0.8 -1.2 million .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text provides a financial figure (""Cash flow from operating activities"
"Both operating profit and net sales for the six-month period increased , respectively from EUR7 .5 m and EUR655 .5 m , as compared to the corresponding period in 2005 .",positive,unknown,False,"the same period last year .
Reason:This text discusses a company's financial performance, stating that both"
The sales price was not disclosed .,neutral,neutral,True,"Sentiment:neutral

Reason: The text ""The sales price was not disclosed"" is a factual"
Ruukki Group calculates that it has lost EUR 4mn in the failed project .,negative,negative,True,"**Sentiment: negative**

**Reason:** The text ""Ruukki Group calculates that it has"
Closing of such transaction took place today .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""Closing of such transaction took place today"" is"
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,positive,True,"**Sentiment: positive**

**Reason:** The text ""The plan is estimated to generate some EUR"
The financial details of the transaction were not disclosed .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The financial details of the transaction were not disclosed"
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",negative,negative,True,"**Sentiment: negative**

**Reason:** The text ""Operating profit , excluding non-recurring items"
The bond has a value of EUR150m and a maturity of 4 years .,neutral,neutral,True,"Sentiment:neutral

Reason: The text ""The bond has a value of EUR150"
"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. .",neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The acquisition was financed with $2.5"
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .",neutral,neutral,True,"**Sentiment: neutral**

**Reason:** The text provides a factual description of Ruukki's"
The value of the orders is about EUR 70mn .,neutral,neutral,True,"Sentiment:neutral

**Reason:** The text ""The value of the orders is about EUR"
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,positive,True,"Sentiment:positive

**Reason:** The text states that Satama's net profit for the third"
"At the end of March 2007 , the group 's order book was at EUR 39.6 mn , up 42 % from the corresponding period in 2006 .",positive,positive,True,"Sentiment:positive

---

Text:Finland 's national carrier Finnair PLC reported a"
"3 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said yesterday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal .",positive,positive,True,"Sentiment:positive

**Reason:** The text describes a significant increase in net profit (""net profit"
